BOARDID,TRADEDATE,CLOSE,VOLUME,VALUE
TQBR,2013-07-11,0.01292,75000000,968750.0
TQBR,2013-07-17,0.010549,12700000,161482.3
TQBR,2013-07-18,0.013828,65000000,901408.4
TQBR,2013-07-29,0.012826,4000000,50010.6
TQBR,2013-07-31,0.01263,800000,10092.0
TQBR,2013-08-07,0.0125,10700000,133645.0
TQBR,2013-08-08,0.0126,1700000,21342.0
TQBR,2013-08-13,0.01305,10000000,130500.0
TQBR,2013-08-15,0.012877,2200000,28415.4
TQBR,2013-08-16,0.01251,2400000,30099.0
TQBR,2013-08-19,0.012592,1700000,21406.4
TQBR,2013-08-21,0.01243,1100000,13673.0
TQBR,2013-08-23,0.01257,1100000,13827.0
TQBR,2013-08-26,0.012301,200000,2460.2
TQBR,2013-08-27,0.0122,2400000,29078.8
TQBR,2013-08-28,0.012036,3200000,38673.8
TQBR,2013-08-30,0.011794,16700000,197333.8
TQBR,2013-09-02,0.011707,2120900000,25086281.1
TQBR,2013-09-03,0.011688,4194800000,49574788.1
TQBR,2013-09-04,0.011534,3157800000,36504698.9
TQBR,2013-09-05,0.011666,6314700000,73268235.0
TQBR,2013-09-06,0.011492,6290800000,72627368.2
TQBR,2013-09-09,0.011543,4054700000,46885243.9
TQBR,2013-09-10,0.011665,6862300000,80398466.5
TQBR,2013-09-11,0.011738,19688100000,234731505.0
TQBR,2013-09-12,0.011599,7902500000,92213013.5
TQBR,2013-09-13,0.0116,4651900000,53972355.8
TQBR,2013-09-16,0.011697,4151800000,48484755.8
TQBR,2013-09-17,0.011862,3312800000,38873042.3
TQBR,2013-09-18,0.0119,4219500000,50290660.2
TQBR,2013-09-19,0.0117,9511600000,112812812.1
TQBR,2013-09-20,0.011891,8717200000,103548295.6
TQBR,2013-09-23,0.011597,3941200000,46416406.4
TQBR,2013-09-24,0.011648,5430500000,62885958.7
TQBR,2013-09-25,0.011703,3769500000,43920148.2
TQBR,2013-09-26,0.01159,3719200000,43335232.4
TQBR,2013-09-27,0.011474,4963800000,57227618.3
TQBR,2013-09-30,0.011094,6346200000,71493873.7
TQBR,2013-10-01,0.01103,6355700000,70419112.7
TQBR,2013-10-02,0.010855,5471100000,60142696.9
TQBR,2013-10-03,0.010745,5266100000,57238265.7
TQBR,2013-10-04,0.0105,7452100000,78505089.1
TQBR,2013-10-07,0.010392,4856400000,50505098.5
TQBR,2013-10-08,0.010657,10278300000,108703992.0
TQBR,2013-10-09,0.01025,8271300000,86785644.4
TQBR,2013-10-10,0.01039,11412100000,118868287.9
TQBR,2013-10-11,0.010294,6581100000,68360998.8
TQBR,2013-10-14,0.01025,4026100000,41350313.9
TQBR,2013-10-15,0.010326,9346500000,96337976.9
TQBR,2013-10-16,0.010552,12082800000,127243428.6
TQBR,2013-10-17,0.010525,14936800000,159597764.5
TQBR,2013-10-18,0.010481,8152500000,85738514.6
TQBR,2013-10-21,0.010556,8366500000,88761939.1
TQBR,2013-10-22,0.010621,9889200000,105416461.7
TQBR,2013-10-23,0.010327,10754900000,112665099.5
TQBR,2013-10-24,0.010181,5320000000,54377807.3
TQBR,2013-10-25,0.009731,43094800000,421602757.5
TQBR,2013-10-28,0.009598,11309700000,109284682.6
TQBR,2013-10-29,0.009469,11582500000,109902054.4
TQBR,2013-10-30,0.009535,9803500000,93981513.4
TQBR,2013-10-31,0.00936,7969800000,74807355.1
TQBR,2013-11-01,0.009325,6631700000,62086029.2
TQBR,2013-11-05,0.009259,12981000000,121417879.2
TQBR,2013-11-06,0.009079,10524200000,96281962.3
TQBR,2013-11-07,0.00889,19597000000,176650477.2
TQBR,2013-11-08,0.008411,28291000000,241572544.6
TQBR,2013-11-11,0.008275,14744300000,123547662.9
TQBR,2013-11-12,0.008541,35634800000,297320765.1
TQBR,2013-11-13,0.00797,32436100000,269201622.3
TQBR,2013-11-14,0.008313,26192400000,214923573.6
TQBR,2013-11-15,0.008191,18675500000,156015032.9
TQBR,2013-11-18,0.008261,8079600000,67024139.4
TQBR,2013-11-19,0.007995,26773500000,215719598.0
TQBR,2013-11-20,0.007774,32343000000,250486309.0
TQBR,2013-11-21,0.007932,40240100000,315809463.2
TQBR,2013-11-22,0.007884,17860000000,142175057.4
TQBR,2013-11-25,0.00758,28353900000,218672066.0
TQBR,2013-11-26,0.007,110929500000,800422190.9
TQBR,2013-11-27,0.007099,69904000000,500850188.5
TQBR,2013-11-28,0.007352,87591100000,613259759.4
TQBR,2013-11-29,0.007792,101050600000,771398253.4
TQBR,2013-12-02,0.008,71887900000,558375673.2
TQBR,2013-12-03,0.008078,78562900000,631200535.0
TQBR,2013-12-04,0.008445,88234900000,733538580.4
TQBR,2013-12-05,0.0089,140119000000,1246746809.5
TQBR,2013-12-06,0.009171,100686600000,929242228.4
TQBR,2013-12-09,0.008875,65508700000,598247225.0
TQBR,2013-12-10,0.008659,64043000000,555256890.6
TQBR,2013-12-11,0.008604,36598200000,319044330.1
TQBR,2013-12-12,0.008525,29210600000,250318284.6
TQBR,2013-12-13,0.008644,26328500000,227523402.0
TQBR,2013-12-16,0.009316,50891900000,456697370.0
TQBR,2013-12-17,0.009815,135104200000,1325200582.7
TQBR,2013-12-18,0.009608,96834400000,954122800.2
TQBR,2013-12-19,0.009758,56310800000,550300359.2
TQBR,2013-12-20,0.01,63615300000,625248746.1
TQBR,2013-12-23,0.01003,51587200000,516643737.8
TQBR,2013-12-24,0.009871,26715800000,265418830.3
TQBR,2013-12-25,0.009834,19848000000,195884378.9
TQBR,2013-12-26,0.009765,18676600000,183597693.2
TQBR,2013-12-27,0.009763,17324400000,168963796.8
TQBR,2013-12-30,0.01,37178900000,371441521.8
TQBR,2014-01-06,0.00973,21433100000,211961975.7
TQBR,2014-01-08,0.009889,17276600000,170519958.7
TQBR,2014-01-09,0.009923,9037500000,89731072.5
TQBR,2014-01-10,0.009893,8891000000,88188886.1
TQBR,2014-01-13,0.009676,29646600000,289389164.5
TQBR,2014-01-14,0.00945,36648600000,344278067.6
TQBR,2014-01-15,0.009699,24572200000,235084992.0
TQBR,2014-01-16,0.00975,40150700000,395304838.1
TQBR,2014-01-17,0.010626,100628900000,1045184892.6
TQBR,2014-01-20,0.010599,130831800000,1416673844.5
TQBR,2014-01-21,0.010513,55406500000,582355385.0
TQBR,2014-01-22,0.010569,44410600000,469117042.5
TQBR,2014-01-23,0.011283,109484800000,1207340057.4
TQBR,2014-01-24,0.011393,147093300000,1687196789.9
TQBR,2014-01-27,0.011308,65985200000,751398637.7
TQBR,2014-01-28,0.011432,69719700000,802068768.4
TQBR,2014-01-29,0.011336,37288300000,429362361.0
TQBR,2014-01-30,0.01102,64917200000,718611325.9
TQBR,2014-01-31,0.01054,51554100000,560095471.9
TQBR,2014-02-03,0.01054,62039500000,650866790.4
TQBR,2014-02-04,0.010559,35771900000,371942672.5
TQBR,2014-02-05,0.01079,48888100000,528445938.6
TQBR,2014-02-06,0.011015,42244000000,463527944.8
TQBR,2014-02-07,0.01143,55190100000,625353400.1
TQBR,2014-02-10,0.01134,45777200000,524263662.9
TQBR,2014-02-11,0.011415,41616400000,471315897.8
TQBR,2014-02-12,0.01137,37495800000,426648081.4
TQBR,2014-02-13,0.011176,23496700000,263705628.8
TQBR,2014-02-14,0.011168,39400400000,440782380.7
TQBR,2014-02-17,0.011251,33494600000,375756576.0
TQBR,2014-02-18,0.011005,36080800000,399862065.0
TQBR,2014-02-19,0.010746,36990700000,399625509.9
TQBR,2014-02-20,0.010612,31174100000,331870114.2
TQBR,2014-02-21,0.010514,34772700000,366624693.5
TQBR,2014-02-24,0.010645,42278100000,447256497.3
TQBR,2014-02-25,0.010601,20817700000,220083834.6
TQBR,2014-02-26,0.010502,20691000000,217680762.7
TQBR,2014-02-27,0.010041,54952900000,552719906.5
TQBR,2014-02-28,0.009795,65302400000,633766554.3
TQBR,2014-03-03,0.00815,69703900000,581700471.7
TQBR,2014-03-04,0.0087,55297900000,467538961.5
TQBR,2014-03-05,0.008719,39260100000,343183171.4
TQBR,2014-03-06,0.008512,52235800000,453221534.3
TQBR,2014-03-07,0.0086,31705500000,274345278.7
TQBR,2014-03-11,0.008273,29947100000,252015777.1
TQBR,2014-03-12,0.007965,41165900000,329586243.4
TQBR,2014-03-13,0.007237,63483500000,479933819.6
TQBR,2014-03-14,0.006761,113752100000,759992731.2
TQBR,2014-03-17,0.006996,72120200000,502168061.7
TQBR,2014-03-18,0.007527,104541400000,770096181.3
TQBR,2014-03-19,0.008078,108570000000,860115295.5
TQBR,2014-03-20,0.008037,71738800000,576356827.6
TQBR,2014-03-21,0.007955,50009600000,394282618.7
TQBR,2014-03-24,0.008003,72338600000,583457179.9
TQBR,2014-03-25,0.008018,42889000000,344202065.8
TQBR,2014-03-26,0.008087,37513100000,303513009.8
TQBR,2014-03-27,0.00788,19632600000,155578284.7
TQBR,2014-03-28,0.007794,28311600000,223626365.9
TQBR,2014-03-31,0.008002,21961800000,175132161.9
TQBR,2014-04-01,0.00814,29897500000,242881961.4
TQBR,2014-04-02,0.008254,42601100000,351334382.4
